,date,time,abbreviation_canton_and_fl,ncumul_tested,ncumul_conf,new_hosp,current_hosp,current_icu,current_vent,ncumul_released,ncumul_deceased,source,current_isolated,current_quarantined,current_quarantined_riskareatravel
0,2020-02-01,00:00,GE,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
1,2020-02-02,00:00,GE,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
2,2020-02-03,00:00,GE,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
3,2020-02-04,00:00,GE,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
4,2020-02-05,00:00,GE,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
5,2020-02-06,00:00,GE,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
6,2020-02-07,00:00,GE,183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
7,2020-02-08,00:00,GE,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
8,2020-02-09,00:00,GE,192.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,1.0,0.0,0.0
9,2020-02-10,00:00,GE,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
10,2020-02-11,00:00,GE,215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
11,2020-02-12,00:00,GE,223.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
12,2020-02-13,00:00,GE,234.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
13,2020-02-14,00:00,GE,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
14,2020-02-15,00:00,GE,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
15,2020-02-16,00:00,GE,246.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
16,2020-02-17,00:00,GE,248.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
17,2020-02-18,00:00,GE,255.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
18,2020-02-19,00:00,GE,263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
19,2020-02-20,00:00,GE,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
20,2020-02-21,00:00,GE,272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
21,2020-02-22,00:00,GE,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
22,2020-02-23,00:00,GE,273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
23,2020-02-24,00:00,BL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
24,2020-02-24,00:00,JU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
25,2020-02-24,00:00,GE,302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
26,2020-02-25,00:00,BL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
27,2020-02-25,00:00,JU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
28,2020-02-25,00:00,TI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
29,2020-02-25,00:00,GE,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,0.0,0.0,0.0
30,2020-02-26,00:00,BL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
31,2020-02-26,00:00,GR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
32,2020-02-26,00:00,JU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
33,2020-02-26,00:00,TI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
34,2020-02-26,00:00,GE,479.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,7.0,0.0,0.0
35,2020-02-26,08:00,AG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
36,2020-02-27,00:00,BE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,covid-kennzahlen.apps.be.ch,0.0,0.0,0.0
37,2020-02-27,00:00,BL,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
38,2020-02-27,00:00,FL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.regierung.li,0.0,0.0,0.0
39,2020-02-27,00:00,GR,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
40,2020-02-27,00:00,JU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
41,2020-02-27,00:00,LU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
42,2020-02-27,00:00,TI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
43,2020-02-27,00:00,GE,630.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,10.0,0.0,0.0
44,2020-02-27,08:00,AG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
45,2020-02-27,14:30,ZH,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
46,2020-02-27,19:17,BS,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,www.coronavirus.bs.ch,0.0,0.0,1.0
47,2020-02-28,00:00,BE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.be.ch,0.0,0.0,0.0
48,2020-02-28,00:00,BL,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
49,2020-02-28,00:00,GR,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
50,2020-02-28,00:00,JU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
51,2020-02-28,00:00,TI,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
52,2020-02-28,00:00,VD,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,www.vd.ch,0.0,0.0,0.0
53,2020-02-28,00:00,VS,0.0,1.0,6.0,8.0,0.0,0.0,0.0,0.0,www.vs.ch,0.0,0.0,0.0
54,2020-02-28,00:00,GE,840.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,15.0,0.0,0.0
55,2020-02-28,08:00,AG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
56,2020-02-28,10:15,BS,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,twitter.com,0.0,0.0,1.0
57,2020-02-28,14:30,ZH,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
58,2020-02-29,00:00,BE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,covid-kennzahlen.apps.be.ch,0.0,0.0,0.0
59,2020-02-29,00:00,BL,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
60,2020-02-29,00:00,FR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
61,2020-02-29,00:00,GR,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
62,2020-02-29,00:00,JU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
63,2020-02-29,00:00,LU,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
64,2020-02-29,00:00,TI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
65,2020-02-29,00:00,VD,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,www.vd.ch,0.0,0.0,0.0
66,2020-02-29,00:00,VS,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,www.vs.ch,0.0,0.0,0.0
67,2020-02-29,00:00,GE,981.0,55.0,2.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,19.0,0.0,0.0
68,2020-02-29,08:00,AG,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
69,2020-02-29,08:00,ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,0.0,0.0,0.0
70,2020-02-29,14:30,ZH,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
71,2020-02-29,15:23,BS,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,twitter.com,0.0,0.0,1.0
72,2020-03-01,00:00,BE,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,www.be.ch,0.0,0.0,0.0
73,2020-03-01,00:00,BL,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
74,2020-03-01,00:00,FR,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
75,2020-03-01,00:00,GR,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
76,2020-03-01,00:00,JU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
77,2020-03-01,00:00,LU,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
78,2020-03-01,00:00,NE,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ne.ch,0.0,0.0,0.0
79,2020-03-01,00:00,TI,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
80,2020-03-01,00:00,VD,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,www.vd.ch,0.0,0.0,0.0
81,2020-03-01,00:00,VS,0.0,2.0,1.0,9.0,0.0,0.0,0.0,0.0,www.vs.ch,0.0,0.0,0.0
82,2020-03-01,00:00,FL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.llv.li,0.0,0.0,0.0
83,2020-03-01,00:00,GE,1083.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,24.0,0.0,0.0
84,2020-03-01,08:00,AG,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
85,2020-03-01,08:00,ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,0.0,0.0,0.0
86,2020-03-01,14:30,ZH,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
87,2020-03-01,17:29,BS,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,www.coronavirus.bs.ch,0.0,0.0,1.0
88,2020-03-02,00:00,BE,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,covid-kennzahlen.apps.be.ch,0.0,0.0,0.0
89,2020-03-02,00:00,BL,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
90,2020-03-02,00:00,FR,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
91,2020-03-02,00:00,GR,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
92,2020-03-02,00:00,JU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
93,2020-03-02,00:00,LU,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,www.lustat.ch,0.0,0.0,0.0
94,2020-03-02,00:00,NE,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,www.ne.ch,0.0,0.0,0.0
95,2020-03-02,00:00,SG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.sg.ch,0.0,0.0,0.0
96,2020-03-02,00:00,TI,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
97,2020-03-02,00:00,VD,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,www.vd.ch,0.0,0.0,0.0
98,2020-03-02,00:00,VS,0.0,4.0,3.0,12.0,0.0,0.0,0.0,0.0,www.vs.ch,0.0,0.0,0.0
99,2020-03-02,00:00,FL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.llv.li,0.0,0.0,0.0
100,2020-03-02,00:00,GE,1171.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,infocovid.smc.unige.ch,32.0,1.0,0.0
101,2020-03-02,08:00,AG,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,www.ag.ch,0.0,0.0,0.0
102,2020-03-02,08:00,ZG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zg.ch,2.0,2.0,0.0
103,2020-03-02,14:30,ZH,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,www.zh.ch,0.0,0.0,0.0
104,2020-03-02,17:15,BS,235.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,www.coronavirus.bs.ch,0.0,0.0,3.0
105,2020-03-03,00:00,BE,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,covid-kennzahlen.apps.be.ch,0.0,0.0,0.0
106,2020-03-03,00:00,BL,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,www.baselland.ch,0.0,0.0,0.0
107,2020-03-03,00:00,FR,30.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,www.fr.ch,0.0,0.0,0.0
108,2020-03-03,00:00,GR,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,services1.arcgis.com,0.0,0.0,0.0
109,2020-03-03,00:00,JU,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,www.jura.ch,0.0,0.0,0.0
110,2020-03-03,00:00,NE,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,www.ne.ch,0.0,0.0,0.0
111,2020-03-03,00:00,SG,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.sg.ch,0.0,0.0,0.0
112,2020-03-03,00:00,SZ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.sz.ch,0.0,0.0,0.0
113,2020-03-03,00:00,TI,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,www4.ti.ch,0.0,0.0,0.0
114,2020-03-03,00:00,VD,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,www.vd.ch,0.0,0.0,0.0
115,2020-03-03,00:00,VS,0.0,4.0,2.0,14.0,0.0,0.0,0.0,0.0,www.vs.ch,0.0,0.0,0.0
116,2020-03-03,00:00,FL,14.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,www.llv.li,0.0,0.0,0.0
