"","x"
"1",0.383603070531313
"2",1.71457434623482
"3",0.385678950697184
"4",1.94757093645502
"5",2.72794392137768
"6",1.3962753333688
"7",1.42367444579266
"8",3.46957118047361
"9",2.4180290083492
"10",0.372560951858759
"11",0.854710141196847
"12",3.50877483544831
"13",1.11902963742614
"14",2.45705843894723
"15",0.144515196792781
"16",0.585608834625557
"17",5.36603457082934
"18",0.237254390593707
"19",0.633527772501111
"20",0.00453029179785113
"21",0.200890062023741
"22",2.52199755414369
"23",1.19326704833657
"24",0.0647483856225726
"25",1.14136704988778
"26",4.48598230977483
"27",0.620332297513576
"28",0.975424508564174
"29",4.63419829667671
"30",3.76585660112982
"31",0.156476664356887
"32",0.728586562909186
"33",0.035543872974813
"34",0.965707774274051
"35",1.9382123890424
"36",2.32394423699918
"37",6.1890249845005
"38",0.138261111453176
"39",0.623212155885994
"40",2.44794426663759
"41",0.991908005438745
"42",2.42739151842196
"43",2.86012622095859
"44",3.29873229762037
"45",1.0018277335912
"46",0.0214619457843813
"47",3.26698599366431
"48",0.601547565311193
"49",2.11529798238518
"50",1.04000454582274
"51",2.31076579718831
"52",0.774207782931626
"53",1.01489290222526
"54",2.22764802529457
"55",2.01258886410835
"56",7.52109600189042
"57",0.0934248813573353
"58",4.82550603498645
"59",2.42139912015739
"60",2.9915820880044
"61",1.03614652236032
"62",1.50730807661957
"63",0.191628718882023
"64",1.83634962133112
"65",1.90760912629069
"66",4.56793189396091
"67",0.763327797874808
"68",4.39481430094265
"69",3.04732445610647
"70",1.07947985082865
"71",0.753398612141609
"72",0.37995382770896
"73",1.71141914083602
"74",1.02534557040781
"75",0.903506417758763
"76",1.46183651295335
"77",3.64879026767088
"78",1.84400575599613
"79",0.458856714397695
"80",5.28995301878384
"81",2.26944689427628
"82",3.17585754377728
"83",2.32783182702007
"84",3.74211129156833
"85",3.82747620699887
"86",2.90026074258571
"87",0.0316611370071769
"88",0.484951990656555
"89",1.47832186884227
"90",3.03259438632016
"91",1.13686450570822
"92",3.57570817304735
"93",0.493074674027892
"94",0.791341675445437
"95",0.968167799524963
"96",4.87681986738868
"97",1.30737201590091
"98",5.60120713318409
"99",3.84931640867669
"100",0.220933005784111
"101",1.53834849215093
"102",2.48276818162742
"103",2.6820129918957
"104",0.951383491046727
"105",3.17776616273408
"106",1.47900906800184
"107",3.91070790944581
"108",1.92492851979079
"109",7.28420809986901
"110",1.92830886683407
"111",1.92454825502676
"112",6.31619478728542
"113",0.487504635006189
"114",2.23144715270939
"115",1.00694711133838
"116",0.463473982177675
"117",5.11422537614532
"118",2.03496917142513
"119",0.0137398652732372
"120",0.134277477860451
"121",0.504421571269631
"122",0.0594953619121321
"123",0.24161669225339
"124",0.321707258932292
"125",7.57870809319329
"126",0.0440658846941462
"127",0.0220535872504115
"128",0.10974916536361
"129",1.3676410317421
"130",2.70263648583534
"131",0.295309321338697
"132",0.386063477955759
"133",1.30770305916667
"134",1.83885764303916
"135",5.21227276672549
"136",1.47168831518831
"137",2.39969188152793
"138",0.737833261277993
"139",2.32228781460764
"140",5.13498049576707
"141",0.578986442647874
"142",0.0785899220520343
"143",1.81019208199325
"144",1.82229038809561
"145",0.131292959562868
"146",4.78584473927445
"147",1.96282260670307
"148",0.439701481722295
"149",1.46614644004554
"150",0.124038864858449
"151",0.0398283554241061
"152",2.18547311975601
"153",0.785771680995822
"154",0.07033880520612
"155",0.202606292441487
"156",0.0599222835153341
"157",1.09161046147346
"158",5.43993573238082
"159",0.0379286482930183
"160",3.51572804136162
"161",1.901643441906
"162",5.32519051779933
"163",0.211359435143437
"164",2.38095506297113
"165",2.70945353797617
"166",0.124132969345118
"167",2.54995124033632
"168",0.571302727890697
"169",2.75965899220648
"170",1.33856787532568
"171",8.81052249704528
"172",1.30845375172794
"173",1.0477596623823
"174",1.24780721496791
"175",0.168307339772582
"176",3.85341323522811
"177",1.67953644311967
"178",1.16503174602985
"179",6.59010398975598
"180",1.32275685016066
"181",0.138069040795681
"182",0.132772425784201
"183",3.83378313837533
"184",3.79896806163673
"185",0.0593143757432699
"186",1.50499215564885
"187",7.58063385966134
"188",0.0169569728896022
"189",3.16035955009942
"190",0.29175379265567
"191",0.273366716365357
"192",6.26844972338448
"193",2.23485622919145
"194",0.854654998518527
"195",0.0446066809818149
"196",3.89658570272808
"197",1.60007178445807
"198",4.64427424569554
"199",0.876918343827128
"200",0.778928390720902
"201",6.4779369231678
"202",0.520909636281431
"203",1.45870036809685
"204",3.31600935740357
"205",7.63936225655389
"206",0.394361456856132
"207",1.57917350522223
"208",1.72076232048856
"209",1.88134332551601
"210",0.553024742752314
"211",1.0316699296236
"212",1.11480952892452
"213",0.0901852775243303
"214",7.38943729880166
"215",1.62934146764012
"216",1.18814284447581
"217",0.642304276116192
"218",7.72707284572435
"219",0.35108613409102
"220",4.37572124947734
"221",1.34661666862667
"222",0.184434529393911
"223",1.51740778306037
"224",0.403042875230312
"225",5.26794131447501
"226",2.53712042412701
"227",2.03071675813737
"228",0.24834518507123
"229",5.90703062094574
"230",3.48072242347484
"231",1.01540704630315
"232",0.931901150900226
"233",0.741857699933381
"234",1.84893908343258
"235",8.03898499491525
"236",0.190435844331536
"237",0.560060110874474
"238",2.96458894824555
"239",2.36092978893759
"240",0.130081035196781
"241",6.09457313980827
"242",0.306600251997732
"243",0.865582472360525
"244",3.88240675983911
"245",4.99866634954639
"246",1.88932392551544
"247",3.61969523115044
"248",3.24697856362966
"249",0.186911650981212
"250",0.806057691574097
"251",5.97703845698823
"252",5.13026530642934
"253",1.41960837311091
"254",1.51628872930052
"255",2.7698386850858
"256",3.61551074318847
"257",6.445888608358
"258",4.18693316325778
"259",0.103696563281119
"260",1.41358337542954
"261",0.14199947938323
"262",4.91443839271493
"263",0.841954652220011
"264",4.11522429419642
"265",5.67093071506917
"266",2.18120418480578
"267",5.32852991582316
"268",6.56931655075321
"269",2.73324955246391
"270",0.457904591225088
"271",1.97527343957665
"272",0.600697323762599
"273",0.865679191425443
"274",0.222356497563977
"275",0.788785026408732
"276",0.422917098738253
"277",0.617322788573802
"278",0.30544918589294
"279",0.171024738328653
"280",0.176013835727404
"281",0.517309919930995
"282",0.622515211813152
"283",1.2975492393598
"284",0.667845232127525
"285",0.31951099820435
"286",1.46665180709366
"287",1.9692851769829
"288",0.231043467304343
"289",0.642707045190036
"290",0.570431564843213
"291",3.52715478820686
"292",1.48144387445393
"293",1.13715536613017
"294",1.45948417476358
"295",0.329763612709939
"296",1.74275151595858
"297",2.43792480594459
"298",0.627563194887737
"299",1.01575208641589
"300",2.142163661107
"301",2.62431650227847
"302",1.71738953067871
"303",1.72711391924861
"304",3.15859602002387
"305",2.21106632231715
"306",0.551246025599539
"307",2.82911723540787
"308",2.34179102062228
"309",2.94912189231977
"310",1.12401119433343
"311",0.5214122483896
"312",0.126197452368185
"313",0.619516260921955
"314",7.7314927387507
"315",0.157554673962295
"316",1.23677218612283
"317",0.670706917620358
"318",1.01623957269152
"319",0.355665160292052
"320",0.894308534450829
"321",0.184692164866459
"322",2.14749229504707
"323",0.569444565126361
"324",1.68989792121495
"325",0.753753461875021
"326",0.330238376635018
"327",2.16833041599932
"328",4.49039883513875
"329",1.93431672916453
"330",1.89667064985832
"331",1.69427224799039
"332",6.42535492744217
"333",2.28215652323308
"334",3.68016066757922
"335",3.7931634186018
"336",6.29695352878342
"337",1.20287175662816
"338",3.49351506663446
"339",0.664453242905438
"340",0.118782577104867
"341",0.194955314509571
"342",0.574883099645376
"343",2.78230974433904
"344",0.370332216930345
"345",2.22803796414462
